2020-06-14 21-16-33 66.9390320777893
2020-06-14 21-20-28 66.91040992736816
2020-06-14 21-21-03 66.83681011199951
2020-06-14 21-22-03 66.8429434299469
2020-06-14 21-23-03 66.84907674789429
2020-06-14 21-24-03 66.85112118721008
2020-06-14 21-25-03 66.84907674789429
2020-06-14 21-26-03 66.83272123336792
2020-06-14 21-27-03 66.85316562652588
2020-06-14 21-29-54 66.83067679405212
2020-06-14 21-30-03 66.83681011199951
2020-06-14 21-51-41 66.95129871368408
2020-06-14 22-00-03 66.83681011199951
2020-06-14 22-10-03 66.86543226242065
2020-06-14 23-20-03 66.83681011199951
2020-06-14 23-30-03 66.8940544128418
2020-06-14 23-40-04 66.85112118721008
2020-06-14 23-50-03 66.85929894447327
2020-06-15 00-00-03 66.87361001968384
2020-06-15 00-10-03 66.91040992736816
2020-06-15 00-20-03 66.892009973526
2020-06-15 00-30-04 66.88178777694702
2020-06-15 00-40-03 66.88587665557861
2020-06-15 00-50-03 66.90018773078918
2020-06-15 01-00-03 66.94925427436829
2020-06-15 01-10-03 66.95129871368408
2020-06-15 01-20-03 67.00445413589478
2020-06-15 01-30-03 66.98400974273682
2020-06-15 01-40-03 67.02489852905273
2020-06-15 01-50-03 67.03103184700012
2020-06-15 02-00-03 67.01876521110535
2020-06-15 02-10-03 67.01263189315796
2020-06-15 02-20-03 67.02080965042114
2020-06-15 02-30-03 67.0392096042633
2020-06-15 02-40-04 67.03103184700012
2020-06-15 02-50-03 67.00445413589478
2020-06-15 03-00-03 67.00445413589478
2020-06-15 03-10-03 67.00854301452637
2020-06-15 03-20-03 66.93698763847351
2020-06-15 03-30-03 66.97787642478943
2020-06-15 03-40-03 66.97174310684204
2020-06-15 03-50-03 66.99627637863159
2020-06-15 04-00-03 66.83476567268372
2020-06-15 04-10-03 67.05760955810547
2020-06-15 04-20-03 66.93698763847351
2020-06-15 04-30-03 66.75503253936768
2020-06-15 04-40-04 67.02080965042114
2020-06-15 04-50-03 67.0903205871582
2020-06-15 05-00-03 66.83067679405212
2020-06-15 05-10-03 66.76321029663086
2020-06-15 05-20-03 66.75503253936768
2020-06-15 05-30-03 66.791832447052
2020-06-15 05-40-03 66.7897880077362
2020-06-15 05-50-03 66.75707697868347
2020-06-15 06-00-03 66.77343249320984
2020-06-15 06-10-03 66.73049926757812
2020-06-15 06-20-03 66.76525473594666
2020-06-15 06-30-03 66.78774356842041
2020-06-15 06-40-04 66.69778823852539
2020-06-15 06-50-03 67.04738736152649
2020-06-15 07-00-03 66.80818796157837
2020-06-15 07-10-03 66.76321029663086
2020-06-15 07-20-03 66.73254370689392
2020-06-15 07-30-03 66.74889922142029
2020-06-15 07-40-03 67.00445413589478
2020-06-15 07-50-03 67.00445413589478
2020-06-15 08-00-03 66.66916608810425
2020-06-15 08-10-04 66.78365468978882
2020-06-15 08-20-03 66.73867702484131
2020-06-15 08-30-03 66.69778823852539
2020-06-15 08-40-03 67.08214282989502
2020-06-15 08-50-03 67.01467633247375
2020-06-15 09-00-03 66.73049926757812
2020-06-15 09-10-03 66.96152091026306
2020-06-15 09-20-03 66.98809862136841
2020-06-15 09-30-03 66.892009973526
2020-06-15 09-40-03 66.83681011199951
2020-06-15 09-50-03 66.83476567268372
2020-06-15 10-00-03 66.9431209564209
2020-06-15 10-10-03 66.82045459747314
2020-06-15 10-20-03 66.87361001968384
2020-06-15 10-30-03 66.93494319915771
2020-06-15 10-40-03 66.91858768463135
2020-06-15 10-50-04 66.90427660942078
2020-06-15 11-00-03 66.9451653957367
2020-06-15 11-10-03 66.9390320777893
2020-06-15 11-20-03 66.93494319915771
2020-06-15 11-30-03 66.82454347610474
2020-06-15 11-40-03 66.81841015815735
2020-06-15 11-50-03 66.84907674789429
2020-06-15 12-00-03 66.85725450515747
2020-06-15 12-10-03 66.81841015815735
2020-06-15 12-20-03 66.81841015815735
2020-06-15 12-30-03 66.82454347610474
2020-06-15 12-40-03 66.71414375305176
2020-06-15 12-50-04 66.6446328163147
2020-06-15 13-00-03 66.66507720947266
2020-06-15 13-10-03 66.67529940605164
2020-06-15 13-20-03 66.65281057357788
2020-06-15 13-30-04 66.63645505905151
2020-06-15 13-40-03 66.6446328163147
2020-06-15 13-50-03 66.66098833084106
2020-06-15 14-00-03 66.61192178726196
2020-06-15 14-10-03 66.52605533599854
2020-06-15 14-20-03 66.50561094284058
2020-06-15 14-30-03 66.47085547447205
2020-06-15 14-40-03 66.47085547447205
2020-06-15 14-50-03 66.50969982147217
2020-06-15 15-00-03 66.37885570526123
2020-06-15 15-10-03 66.46676659584045
2020-06-15 15-20-03 66.61192178726196
2020-06-15 15-30-04 66.61192178726196
2020-06-15 15-40-03 66.61805510520935
2020-06-15 15-50-03 66.5955662727356
2020-06-15 16-00-03 66.41974449157715
2020-06-15 16-10-03 66.49947762489319
2020-06-15 16-20-03 66.58125519752502
2020-06-15 16-30-03 66.41361117362976
2020-06-15 16-40-03 66.37885570526123
2020-06-15 16-50-03 66.37067794799805
2020-06-15 17-00-03 66.28276705741882
2020-06-15 17-10-03 66.29912257194519
2020-06-15 17-20-03 66.38703346252441
2020-06-15 17-30-03 66.43405556678772
2020-06-15 17-40-03 66.62418842315674
2020-06-15 17-50-03 66.5955662727356
2020-06-15 17-20-04 66.60169959068298
2020-06-15 17-30-03 65.9433901309967
2020-06-15 17-40-03 66.40543341636658
2020-06-15 17-50-04 65.21352529525757
2020-06-15 18-00-03 65.3484582901001
2020-06-15 18-10-03 65.27281403541565
2020-06-15 18-20-03 66.21530055999756
2020-06-15 18-30-03 66.42383337020874
2020-06-15 18-40-03 66.42178893089294
2020-06-15 18-50-03 66.47085547447205
2020-06-15 19-10-05 66.33387804031372
2020-06-15 19-00-04 66.30934476852417
2020-06-15 19-20-05 66.26845598220825
2020-06-15 19-30-03 66.47085547447205
2020-06-15 19-40-03 66.49129986763
2020-06-15 19-50-03 66.61805510520935
2020-06-15 20-00-04 66.6446328163147
2020-06-15 20-10-03 66.67734384536743
2020-06-15 20-20-03 66.67121052742004
2020-06-15 20-30-03 66.16214513778687
2020-06-15 20-40-03 66.19894504547119
2020-06-15 20-50-03 66.16623401641846
2020-06-15 21-00-03 66.1457896232605
2020-06-15 21-10-03 66.22347831726074
2020-06-15 21-20-03 66.16418957710266
2020-06-15 22-10-03 66.23370051383972
